# xsum_section_map.tsv — pool-restricted bbc_id -> BBC editorial section
# Freeze artifact 1 of the accepted G-5 amendment (docs/AMENDMENT_G5_XSUM_SECTIONS_2026-08-05.md).
# upstream           = XSum-WebArxiveUrls-BBCids.txt
# upstream_source    = https://raw.githubusercontent.com/EdinburghNLP/XSum/master/XSum-Dataset/XSum-WebArxiveUrls-BBCids.txt
# upstream_sha256    = c882b869644e29fd76cb54f1f65c113423895faa914f4ee0def5e67aa4635725
# upstream_rows      = 226711
# normalizer         = strip fragment, then query string, then trailing [-/]\d+ from the bbc.co.uk path
# pool               = locked 40,000-row xsum training pool (val_seed=777, val_size=500, pool_cap=40000)
# rows               = 40000
# coverage           = 40000/40000
# generated_by       = scripts/granularity_labels.py --build-xsum-map
# generated_at       = 2026-08-06T00:02:34.953992+00:00
36801665	news/uk-wales-mid-wales
38064637	news/uk-scotland-scotland-politics
39475467	news/world-australia
39268203	news/uk-scotland-glasgow-west
27865037	news/uk-wales-politics
29856302	news/world-europe-guernsey
38485946	newyddion
36183569	news/world-middle-east
38469552	news/uk-scotland-glasgow-west
35922277	sport/football
32744293	news/uk-northern-ireland
30972362	sport/cricket
36128318	news/uk-politics-eu-referendum
37347053	news/uk-england
37556002	news/uk-england-oxfordshire
33185890	news/uk-england-beds-bucks-herts
34242311	news/world-asia
34876987	news/uk-england-sussex
34766970	news/education
35336618	news/world-latin-america
33024679	news/uk-england-manchester
33646276	sport
39565762	sport/athletics
39644242	news/uk-england
33023078	newsround
38761942	news/uk-wales
36609836	news/business
38499968	sport/football
36926726	news/uk-england-sussex
35778898	sport/badminton
32530125	news/science-environment
25725840	news/entertainment-arts
12731847	news/uk-england-oxfordshire
12261276	news/world-africa
36652079	news/uk-scotland-south-scotland
32193402	news/uk
32589706	news/uk-wales
36805789	sport/get-inspired
34856060	news/education
18464690	news/business
39212665	news/uk
17037056	news/business
38648957	news/uk-northern-ireland
35882366	news/world-europe
27165110	sport/commonwealth-games
35497491	news/world-latin-america
39115192	news/entertainment-arts
23520673	news/uk-england-devon
35764233	news/business
26808572	news/business
40421370	sport/football
36855834	news/education
19485402	news/business
17706248	news/world-middle-east
36883559	news/uk-england-london
36036068	news/uk-northern-ireland
25088134	news/world-africa
37035874	news/uk-england-manchester
32776626	news/uk
37195090	news/world-africa
39569142	sport/rugby-union
40268210	news/world-europe
34925159	sport/football
34152358	news/uk-scotland-edinburgh-east-fife
35220773	news/world-latin-america
35754289	sport/rugby-union
22259982	news/uk
33946032	sport/football
30501550	sport/rugby-union
40216291	news/uk-england-london
35264615	news/uk-england-leeds
35177759	news/world-latin-america
39984637	news/world-us-canada
37424289	sport/football
39158443	sport/football
34397620	news/world-europe
35807797	news/uk-northern-ireland
24493400	news/uk-scotland
37791071	sport/rugby-union
34191937	news/uk-politics
38714379	sport/golf
39457108	news/uk-northern-ireland
37906226	news/world-asia-china
16201033	news/world-asia
35360689	news/business
35688387	news/uk-politics-eu-referendum
33160852	news/world-asia-india
36312304	sport/rugby-league
33893487	news/uk-northern-ireland
31920289	news/uk-politics
30412533	newsbeat
36062480	news/uk-england-birmingham
37276883	sport/football
37806929	sport/football
40686943	sport/football
40178965	news/uk-england-tyne
17754949	news/uk-england
40035440	sport/football
40465336	sport/cricket
34173549	news/world-middle-east
28440730	news/uk-wales
33113255	news/uk-wales
31717213	news/world-us-canada
34861894	news/uk-england-sussex
34931360	news
18862422	news/world-europe
34033324	sport/cricket
35658862	news/uk-england-berkshire
37185211	news/uk-scotland-glasgow-west
36454885	news/uk-england-oxfordshire
39501530	news/world-latin-america
30948874	sport/football
32903337	news/uk-england-stoke-staffordshire
39537616	news/uk-wales-south-east-wales
39243601	sport/0/rugby-union
40741545	news/science-environment
40404532	news/uk-scotland-scotland-politics
16021738	news/world-middle-east
39644112	news/uk-england-oxfordshire
38754807	news/uk-scotland-glasgow-west
33953061	sport/football
35221924	news/uk
35948786	sport/football
40105820	news/business
40947422	news/uk-scotland-scotland-business
35198957	sport/cricket
39051371	newyddion
32680744	news/business
37523945	news/uk-scotland-glasgow-west
39038451	news/uk-scotland-highlands-islands
18445138	sport/football
16359850	news/uk
36327310	news/uk-england
35638090	news/world-asia-india
11388628	news/world-asia-pacific
33836421	news/uk-scotland-scotland-politics
38118838	sport/football
35959675	news/uk-scotland-glasgow-west
37189451	news/uk-wales-south-east-wales
36420424	sport/rugby-union
19968549	sport/rugby-league
33298176	news/uk-england-nottinghamshire
38343906	news/uk
38394412	news/world-europe
37284939	news/business
39035542	sport/football
35624880	sport/hockey
33059534	news/uk-england-tyne
28690820	news/uk-northern-ireland
33585847	news/world-middle-east
36219003	news/technology
30698228	news/entertainment-arts
14516554	sport/cricket
36046171	news/uk-northern-ireland
36309741	news/business
40083922	sport/football
40546147	sport/tennis
21508761	news/uk-northern-ireland
36130961	sport/squash
37437935	news/uk-england-manchester
35512926	news/world-latin-america
34211616	sport/football
40325025	sport/gaelic-games
34881093	news/business
39555843	sport/football
39779208	news/technology
30227564	news/uk-england-beds-bucks-herts
16540678	news/business
39396136	news/uk
14503479	news/health
40332761	news/uk-england-tyne
37336943	news/election-us-2016
36172295	sport/formula1
35942763	sport/football
27459184	news/world-europe
40080051	news/uk-wales-south-west-wales
21326810	news/health
34647633	news/entertainment-arts
40860938	news/uk-politics
29440097	newsbeat
34855612	news/world-europe
17366992	news/uk-england-hampshire
37795329	news/business
34912789	news/uk-scotland-scotland-politics
40756042	news/uk-england-south-yorkshire
30320558	news/uk
34660616	news/uk-england-shropshire
38356902	news/uk-england-bristol
36620401	news/uk-politics-eu-referendum
40658966	news/uk-northern-ireland
36653337	sport/tennis
39115473	newsround
35091772	news/world
38282845	news/uk-england-london
38270906	sport/football
33403578	sport/formula1
33833400	news/world-middle-east
37815945	sport/snooker
31977299	news/world-africa
34162646	news/uk-wales-north-west-wales
29833843	news/science-environment
36698738	sport/cricket
39390619	sport/football
36439096	news/world-us-canada
38258625	news/uk-northern-ireland
12676327	news/business
40021902	news/business
32213003	news
37991973	sport/football
40760000	news/world-us-canada
34195333	sport/sailing
27140262	newsround
33964758	news/uk-northern-ireland
19380083	news/world-africa
36951950	sport/football
28862939	news/world-asia
40648085	news/uk-england-lancashire
37325745	sport/football
21431753	news/business
39384826	news/uk-england-london
40593673	sport/football
35933811	news/world-africa
37842124	sport/football
36973432	sport/wales
35123356	news/world-europe
33715268	news/uk-england-nottinghamshire
33487466	news/uk-scotland-south-scotland
36516704	news/uk-scotland-north-east-orkney-shetland
34184734	news/uk-scotland-north-east-orkney-shetland
37911872	sport/cricket
31553334	news/uk-scotland-scotland-politics
27260040	news/uk-northern-ireland
26070356	sport/winter-olympics
27116863	news/world-asia
40967309	news/health
37723472	news/world-middle-east
39965512	news/uk-scotland-tayside-central
39373250	news/uk-scotland-edinburgh-east-fife
40358006	news/business
11195220	news/uk
36144259	news/world-europe
39906901	sport/disability-sport
34641411	news/world-africa
14246371	news/uk-england-suffolk
35601220	news/world-africa
25779786	news/uk-england-suffolk
40443474	news/uk-wales-politics
36307156	news/uk-scotland
40398235	sport/tennis
37942982	sport/rugby-league
39335536	sport/football
40658808	sport
38782061	news/uk-northern-ireland
33211332	news/uk-northern-ireland
40556072	news/uk-england-hereford-worcester
34183656	news/business
40991863	sport/boxing
36520236	sport/football
28650824	news/business
37896850	sport/horse-racing
33517556	news/world-latin-america
36190860	news/world-europe-isle-of-man
35841249	news/uk-wales
13425722	news/world-europe
33677635	news/uk-scotland-scotland-business
39959480	sport/football
32429912	news/uk-england-cambridgeshire
41009879	news/world-asia
36303455	news/uk-scotland-south-scotland
26785366	news/uk-northern-ireland
30849172	news/technology
34611375	news/world-us-canada
38261381	news
36870403	news/uk-england-surrey
16076071	news/uk-wales-south-west-wales
39935507	sport/football
36067257	sport/northern-ireland
32234519	news
41008116	news/world-us-canada
33599230	news/uk
40172377	news/uk
33726026	news/uk-wales
36399484	news/business
38571417	news/uk-england-lancashire
33220037	news/world-europe
20795489	news/uk-politics
39826269	sport/football
40410275	sport/football
36757454	sport/athletics
39493841	news/world-us-canada
37358356	news/world-asia
21979298	news/world-africa
35994471	news/world-asia-china
36558812	news/uk-scotland-glasgow-west
33144129	news/uk
37557118	news/uk-england-merseyside
36581633	sport/football
35406649	sport/football
34443132	news/world-latin-america
29565091	newsbeat
28054738	news/technology
24617644	news/uk-wales
23337481	sport/tennis
29684776	news/world-asia
29645621	news/uk
35781867	news/uk-wales-south-east-wales
32423688	news/world-africa
21605734	news/uk-wales
17258808	news/science-environment
37378317	news/entertainment-arts
37109747	news/uk
33073830	news/world-europe
33513905	news/science-environment
39085948	sport/football
36198125	sport/rugby-league
33849764	news/uk-politics
37519275	news/uk-england-devon
33757402	news/uk
35713167	news/business
37454436	news/technology
39024228	news/world-middle-east
36963050	news/uk-scotland-scotland-politics
30196424	news/uk-northern-ireland
40785226	news/uk-scotland
38806891	newsround
28938211	newsround
38576523	sport/rugby-union
34538887	news/uk-england-stoke-staffordshire
28420679	news/uk-england-hampshire
38080652	sport/snooker
34854982	news/uk-politics
35298062	sport/football
33132895	news/entertainment-arts
10316530	news
36303116	news/uk-england-birmingham
36375672	news/world-us-canada
35708706	news/uk-england
34600980	news/entertainment-arts
29842616	news/uk
34884740	sport/rugby-union
10723481	news/uk-northern-ireland-foyle-west
34831398	news/uk-scotland-highlands-islands
37936116	news/uk-scotland-highlands-islands
35417248	news/uk-england-dorset
33630397	news/world-us-canada
40633286	news/uk-scotland-highlands-islands
36496616	news/uk-england-london
39178838	news/uk-england-bristol
38123985	sport/football
24835058	news/world-asia-india
38774718	news/uk-england-birmingham
32689823	news/uk-england-lincolnshire
36139099	news/world-africa
39314519	news/uk-wales
25679960	sport/athletics
40547972	news/world-europe
36704050	news/uk-politics
36762309	news/business
40310919	news/world-us-canada
40658356	sport/football
36043839	news/uk-scotland-highlands-islands
28892838	news/uk-england-berkshire
36037998	sport/cricket
33262071	news/uk-northern-ireland-politics
36734525	news/technology
39583857	news/uk-northern-ireland
40501433	sport/football
10637526	news/uk
30110104	news/business
36414425	sport/cricket
35567702	sport/football
36538126	news/uk-wales-north-west-wales
31135927	sport/formula1
33401324	news/uk
34433683	news/uk-england-hampshire
35252398	sport/rugby-union
28722054	news/uk-wales
31593957	news/uk-england-south-yorkshire
32057371	news/uk-england-bristol
29823763	news/health
35922225	news/world-us-canada
19310528	news/world-africa
23197876	sport/football
36767975	sport/football
34856329	sport/rugby-league
39390612	sport/football
35198665	news/world-latin-america
33214205	news/world-us-canada
33340946	news/world-africa
37663412	sport/football
33343511	news/health
36083753	sport/snooker
37876911	sport/football
31363189	newsround
21385049	news/uk-england-northamptonshire
38328738	sport/darts
33822635	news/world-africa
40570602	news/uk-england
36587253	news/science-environment
29771109	news/world-africa
32171577	news/world-middle-east
39119990	news/uk-england-stoke-staffordshire
22117712	news/world-africa
36615177	news/uk-scotland-scotland-politics
35246596	news/uk-scotland-scotland-politics
12511132	news/uk-wales
33244294	news/uk-england-kent
21209186	sport/football
40752624	sport/canoeing
32217924	news/uk-scotland-glasgow-west
34929538	news/world-asia-india
22479045	news/health
38639327	news/world-europe
12067615	news/uk-northern-ireland
24106823	news/uk-england-coventry-warwickshire
33868691	news/entertainment-arts
32426786	news/uk-england-beds-bucks-herts
40599491	news/science-environment
36435281	sport/football
23788313	news/world-africa
18050312	sport/formula1
36714217	news/uk-scotland
20539566	news/in-pictures
36379696	news/uk-wales
15180978	news/uk
37213148	news/uk-england-birmingham
36597179	news/uk-northern-ireland
35720081	news/uk-england-manchester
30552017	news/uk-england
34714440	news/uk-northern-ireland
38890620	news/world-asia-india
16132726	news/uk-wales
35529960	news/uk-scotland
32899710	news/uk-england
38914083	news/uk
37193358	sport/football
31098258	sport/formula1
39431883	news/uk-england-london
33579646	news/uk-england-wiltshire
26693266	news/uk-politics
31498168	news/uk
38280910	news/uk
37685964	news/world-middle-east
22166496	sport/cricket
37647310	news/world-asia
18371258	news/uk-england
34945906	sport/football
21550076	news/uk-england-nottinghamshire
40286054	sport/rugby-union
33903795	news/entertainment-arts
34980061	news/uk-politics
36965671	news/world-europe
38510978	sport/cricket
39191655	news/uk-wales-politics
35795199	sport/rugby-union
35102117	news/health
39258648	news/uk-england-stoke-staffordshire
40684062	news/uk
36465894	news/election-us-2016
38719111	sport/football
40660261	newyddion
23105004	news/world-middle-east
36971352	sport/football
38621819	news/uk-scotland
35454893	news/world-africa
35561645	news/uk
36796325	news/uk-wales
35158684	sport/wales
33782312	news/uk-scotland-highlands-islands
36530715	news/world-europe
40638343	news/business
35482233	news/business
31530653	news/uk-northern-ireland-foyle-west
34208000	news/uk-england-suffolk
25202903	news/health
35833760	news/uk
32878936	news/uk
24450294	news/uk-england-shropshire
37301560	news/uk-northern-ireland
20463363	news/health
38222623	news/business
40659726	news/world-europe
34383303	news/uk-england-sussex
37607757	news/world-africa
35652441	news/uk-northern-ireland
38879900	newsround
39550227	sport/football
40402568	news/uk-england-tyne
34151702	news/uk-scotland-edinburgh-east-fife
40613312	sport/football
32872796	news/world-australia
36928979	sport/football
36905517	news/uk-england
38987049	news/uk-scotland-edinburgh-east-fife
33141267	sport
36159272	sport/cricket
34967086	sport/cricket
39933547	news/business
14619921	news/world-us-canada
20713985	news/health
38756447	news/world-us-canada
36271426	news/world-africa
32964606	news/world-asia-china
36247314	news/technology
36778374	news/technology
19146040	news/uk-england
38390150	news/uk-politics
36369054	news/uk-england-beds-bucks-herts
38649406	news/uk-scotland-tayside-central
37083253	sport/disability-sport
39188727	sport/football
38443255	sport/athletics
34388463	news/world-middle-east
34295064	news/uk-northern-ireland
24304088	news/world-middle-east
38228822	news/business
35872401	sport/football
36450260	news
23482063	news/uk-wales-south-east-wales
40442878	news/uk-politics
38907335	news/uk-england-beds-bucks-herts
38895335	news/uk-northern-ireland
34797368	news/uk-scotland-highlands-islands
31520798	newsbeat
37709478	news/uk-england-kent
34353502	news/uk-england
36894339	news/uk-england-beds-bucks-herts
36702968	sport/football
40573329	news/uk-scotland-edinburgh-east-fife
40201708	news/world-europe-isle-of-man
35263463	news/health
37120388	news/world-africa
36585488	news/uk-scotland
30252228	news/uk-wales
23214513	news/world-us-canada
10558621	news/uk-politics
39155956	sport/football
35606965	news/uk-wales-south-west-wales
36302214	news/technology
39658592	news/uk-england-wiltshire
34351003	news/uk-scotland-glasgow-west
29096303	sport/boxing
37924951	news/uk-scotland-highlands-islands
15185692	news/business
35360571	news/uk-scotland-south-scotland
37916562	sport/football
32133876	news/science-environment
40168856	news/world-middle-east
36456096	sport/football
35907374	sport/football
34048486	news/world-asia-china
21578854	news/uk
29048884	news/uk-scotland-scotland-politics
39264496	sport/rugby-union
38982803	news/uk-scotland-tayside-central
28141829	news/uk-england-dorset
35493892	news/health
36303129	sport/golf
12333783	news/health
38868600	news/world-europe
37676911	news/world-africa
38565673	sport/football
39245056	news/uk-england-devon
34842854	news/technology
35249886	news/business
33989163	news/uk-wales
11449110	news/world-latin-america
22402866	news/world-us-canada
36458053	news/uk-scotland-north-east-orkney-shetland
35450290	news/world-europe
36295721	news/business
36757938	news/uk-england-oxfordshire
33311422	news/world-europe
40355137	sport/athletics
32116676	newsround
20080243	news/technology
33076238	news/world-us-canada
16903765	news/world-asia-india
12355496	news/entertainment-arts
32209864	news/world-asia-india
32289815	news/health
11945081	news/uk
32791627	news/health
19399612	news/world-asia
35063370	sport/cricket
26021215	news/uk-england-stoke-staffordshire
36471047	news/entertainment-arts
37212453	news/technology
35671941	news/uk-england-somerset
37173429	news/uk-wales-politics
36445879	sport/football
34749550	news/uk-wales-mid-wales
32494846	news/health
29806252	news/world-europe
36062376	sport/tennis
32874134	news/uk-england
35232021	news/uk-wales-mid-wales
39152363	news/uk-scotland-tayside-central
38758027	news/uk-england-bristol
39717098	newsround
30361620	sport/cycling
40327434	news/uk-scotland-tayside-central
35961531	sport/netball
34809117	sport/cricket
36957223	sport/cricket
38131192	sport/rugby-union
35270901	sport/football
38722366	news/uk-scotland-glasgow-west
30377626	news/entertainment-arts
37921236	news/uk-england
32708526	news/uk-scotland-edinburgh-east-fife
35499430	news/world-asia-china
30455505	news/uk-england-tyne
33992952	news/uk
35162919	news/world-us-canada
34710103	news/world-australia
40175993	sport/rugby-union
39930157	sport/rugby-league
36201144	news/uk-england-wiltshire
38088016	news/business
38372849	news/uk-scotland-scotland-politics
35696267	news/world-africa
40691737	news/uk-scotland-scotland-politics
36323111	sport/football
20109290	news/world-europe
34822265	news/world-europe
17288360	news/world-europe
37458357	news/uk-northern-ireland
18071419	news/uk-northern-ireland
37560663	news/world-asia
40690621	news/uk
39228945	sport/cycling
40490736	news/uk-northern-ireland
38518026	news/uk-scotland-highlands-islands
39695767	news/technology
39793639	news/uk-scotland-scotland-business
37588541	news/health
33763503	news/world-us-canada
31844286	news/world-us-canada
35651166	news/uk-england-london
37724697	news/world-asia
40398490	news/uk-scotland-scotland-business
37958943	sport/football
36567632	news/uk-scotland-glasgow-west
38608536	sport/northern-ireland
36267342	sport/tennis
35891012	news/business
35902759	sport/football
36362414	news/world-africa
18100458	news/world-us-canada
32624979	news/world-africa
36490467	news/uk-wales-politics
35168094	news/uk-england-derbyshire
30566736	sport/football
32613573	news/entertainment-arts
36703813	news/world-europe-isle-of-man
29829112	news/business
27500060	news/uk-england-london
11529577	news/world-us-canada
35671976	news/world-europe
39228055	news/uk-northern-ireland
36146116	news/uk-politics
34993220	sport/cycling
34183580	news/business
37970715	news/world-latin-america
28863461	news/uk-northern-ireland-foyle-west
38783095	news/uk-scotland-south-scotland
34703353	newsround
30882935	news/world-middle-east
35735770	sport/football
40510466	sport/football
37763427	sport/football
38881637	sport/scotland
28796275	news/world-middle-east
31983634	news/world-africa
35980893	sport/football
34593588	news/world-europe
19566759	news/world-asia-china
35298526	sport/athletics
19599587	sport/football
37203843	news/uk-scotland-highlands-islands
37220701	news/business
21826366	news/world-asia-india
35221669	sport/football
34680569	news/world-africa
40514507	sport/tennis
38294377	news/uk-wales
40794180	news/world-asia
33944203	news/education
34077192	news/health
32926999	news/uk-england-somerset
35042175	sport/football
35103567	news/uk-england-humber
35571303	sport/football
39220849	sport/rugby-union
34402671	news/entertainment-arts
21468893	news/world-asia
37366826	sport/football
31441351	news/uk
33750417	news/world-us-canada
28078763	news/uk-wales
33317769	newsround
40319214	newyddion
35485602	news/uk-scotland-scotland-politics
36176189	sport/football
35603813	news/technology
39295394	news/uk-england
30596897	news/uk-england-essex
36555082	news/uk-england-london
19066002	news/world-middle-east
34933991	news/uk-england-lincolnshire
35612401	sport/football
39236308	news/uk-wales-north-west-wales
37331355	news/uk
35427381	news/entertainment-arts
35794751	news/uk-england-hereford-worcester
27289259	news/business
26798721	news/world-africa
37306227	news/uk-scotland-north-east-orkney-shetland
35453603	sport/cricket
38628465	news/uk-england-tees
33110358	news/entertainment-arts
35666321	news/world-latin-america
21739482	news/entertainment-arts
24871100	news/world-us-canada
38788350	news/uk-england-kent
34676313	sport/golf
34710782	news/world-europe
39487617	news/world-us-canada
21709225	news/science-environment
35428536	news/uk-wales-politics
24783834	sport/football
39206790	news/uk-politics
32763097	news/education
31477494	sport/football
35689349	news/uk-wales-politics
38009307	news/world
39861667	news/uk-england-kent
37959156	sport/football
32272661	sport/golf
21441893	news/health
22852708	news/world-asia
35840671	sport/football
34071711	news/uk-england-london
37713939	news/technology
35529456	sport/football
30682266	news/uk-england-somerset
35744570	news/uk
39730055	news/uk-england-leeds
34353248	news/world-europe-jersey
37416583	news/uk-england-devon
35778464	news/science-environment
39545885	news/uk-scotland
32857623	news/uk-england-london
40849121	news/world-us-canada
28799422	news/world-asia-china
20605962	news/entertainment-arts
37154823	news/uk-scotland-south-scotland
33807803	sport/football
35232824	news/technology
38131533	news/uk-england-nottinghamshire
40025293	newsround
39780214	news/world-africa
35508304	sport/football
36980058	sport/olympics
20845407	news/uk-england-oxfordshire
32381597	news/world-europe
39186028	sport/athletics
27778026	news/uk-england-lincolnshire
40412928	sport/football
39103559	news/uk-scotland-edinburgh-east-fife
37543803	news/uk-scotland-edinburgh-east-fife
38978293	sport/football
33390132	news/uk-wales-north-east-wales
32178064	news/world-middle-east
17561272	news/health
28787301	news/uk-wales-mid-wales
40094201	sport/0/football
34729315	news/business
35712338	sport/rugby-union
35192029	news/uk-england-leicestershire
21753299	news/uk-england-coventry-warwickshire
38487529	news/world-middle-east
30131556	news/uk-northern-ireland
32495854	news/business
30165518	news/uk-northern-ireland
40454684	news/health
40903129	news/uk-england-somerset
25125672	news/science-environment
38343186	news/health
22833136	news/uk
20930692	news/business
37942132	sport/rugby-union
35949144	sport/football
37601031	news/uk-politics
40184197	news/uk-scotland-tayside-central
37681320	news/uk-england
30798375	news/uk-wales-south-east-wales
39242343	sport/squash
19409492	news/world-latin-america
35231664	news/world-middle-east
37743847	sport/rugby-union
35490480	news/business
35817175	news/uk-scotland-edinburgh-east-fife
32967993	news/uk-wales-north-west-wales
33023975	news/uk-england
35933193	news/world-europe
35221190	news/uk-england-norfolk
13270269	news/uk-england-cambridgeshire
36620462	sport/football
37647599	sport/cricket
37024826	sport/olympics
34464296	sport/cricket
32779192	news/world-latin-america
36342459	news/uk-scotland-glasgow-west
24077795	news/uk-politics
19172564	news/science-environment
18542030	news/world-africa
23876116	news/uk-england-gloucestershire
37819682	news/world-europe
31673279	news/uk-england-berkshire
35412881	news/uk-wales
36576050	news/uk-england-merseyside
38787723	news/uk-politics
33080262	news/uk-scotland-highlands-islands
37765900	news/world-europe
19846375	news/uk-scotland
36744195	news/world-europe
37928593	news/science-environment
35814976	news/uk-scotland-scotland-politics
41030463	sport/hockey
21281923	news/world-middle-east
37957845	news/uk-wales-south-east-wales
33265817	news/business
35111758	news/uk-wales-south-east-wales
34791631	sport/horse-racing
32877631	news/world-latin-america
38826311	news/uk-england-beds-bucks-herts
34473483	news/uk-northern-ireland
21421301	news/world-middle-east
28283849	news/uk-england-manchester
35969678	sport/rugby-league
36239805	news/uk
39923634	sport/football
37588042	news/uk-england-derbyshire
32387439	news/world-europe
33853299	news/business
22693333	news/world-us-canada
36168959	news/election-2016-wales
38118830	sport/football
29659790	sport/snooker
37650077	news/world-europe
40330862	news/uk-england-birmingham
40196930	news/world-latin-america
14650774	news/uk-scotland-highlands-islands
32501712	news/world-asia
36974246	news/uk-england-birmingham
32226616	news/world-us-canada
15899248	news/uk-england-london
40476812	sport/golf
11483095	news/world-middle-east
37435362	sport/cricket
35750868	news/world-us-canada
36095287	news/health
37571557	news/uk-northern-ireland
32837336	news/world-middle-east
32815868	news/uk-scotland-edinburgh-east-fife
39640144	news/world-latin-america
35764195	sport/football
40576211	sport/athletics
19630683	news/world-europe
38854778	news/uk-wales
23563210	news/world-middle-east
36575738	news/uk-england
38442114	sport/cricket
36549119	news/uk-wales-north-west-wales
40371804	sport/cricket
39741773	news/uk
38413347	news/uk-england-nottinghamshire
39204218	news/world-us-canada
22262452	news/world-us-canada
35976949	news/uk-scotland-glasgow-west
37584302	news/world-africa
39017265	news/world-europe
37863807	news/uk-wales
35902549	sport/football
39720854	news/health
34194581	news/world-asia
33223169	news/world-latin-america
34392193	news/uk
30010263	news/uk
28033158	news/uk-wales-south-east-wales
31813591	news/uk-england
29929634	news/uk-wales-south-west-wales
32301588	news/uk-england-leicestershire
40806862	news/world-us-canada
39034201	sport/tennis
33440809	news/uk-england-lincolnshire
39898278	sport/ice-hockey
38228270	sport/football
36882831	news/world-europe
26210193	news/world-africa
34026812	sport/athletics
35675529	sport/football
39155860	news/uk-england-essex
33183779	news/uk-england-cumbria
36983245	news/world-us-canada
32311511	sport/cricket
32347928	news/election-2015
29807759	news/world-europe
24545441	news/world-europe
41010490	news/uk-scotland-highlands-islands
36352526	news/world-europe
32795778	news/uk-england-berkshire
39794466	sport/football
26351087	news/world-africa
34753017	sport/squash
36268366	sport/football
33667110	sport/football
35242262	sport/cricket
24461008	sport/rugby-union
37733499	sport/formula1
38722707	sport/bowls
34359733	news/uk-england
38352761	news/world-asia-china
33014473	news/education
35516698	news/uk-england
31433775	news/world-asia-china
39672494	news/world-us-canada
25708023	news/world-middle-east
36054388	news/uk-england-merseyside
40051286	news/uk-england-birmingham
22837100	news/world-us-canada
33363397	news/uk-england-norfolk
36595113	news/world-asia
37311249	sport/disability-sport
19571263	news/uk-england-oxfordshire
34510266	news/business
38802176	news/world-us-canada
39426197	sport/football
32928979	news/world-us-canada
38381725	news/education
38595108	news/uk-scotland-glasgow-west
36426157	news/uk-wales-south-east-wales
40123726	news/health
34317758	news/world-us-canada
36601656	news/world-europe
26019739	sport/winter-olympics
37099551	sport/football
31843885	news/world-australia
32359081	news/uk-england-beds-bucks-herts
35229002	news/world-australia
36127892	news/world-asia
39386044	news/uk-england-lancashire
38555965	news/uk-politics
40027215	news/uk-england-sussex
36619409	news/uk-politics-eu-referendum
40680645	news/uk-england-london
35154624	news/uk-england-beds-bucks-herts
36533485	sport/rugby-union
34509460	news/uk-england
37222590	sport/football
36148446	news/entertainment-arts
29399623	sport/athletics
38688929	sport/golf
